book,motif,block,number,sentence
Dance Dance Dance,wells,80,0,
Dance Dance Dance,wells,81,0,
Dance Dance Dance,wells,82,0,
Dance Dance Dance,wells,83,0,
Dance Dance Dance,wells,84,0,
Dance Dance Dance,wells,85,0,
Dance Dance Dance,wells,86,0,
Dance Dance Dance,wells,87,0,
Dance Dance Dance,wells,88,0,
Dance Dance Dance,wells,89,0,
Dance Dance Dance,wells,90,0,
Dance Dance Dance,wells,91,0,
Dance Dance Dance,wells,92,0,
Dance Dance Dance,wells,93,0,
Dance Dance Dance,wells,94,0,
Dance Dance Dance,wells,95,0,
Dance Dance Dance,wells,96,0,
Dance Dance Dance,wells,97,0,
Dance Dance Dance,wells,98,0,
Dance Dance Dance,wells,99,0,
Dance Dance Dance,wells,100,0,
Dance Dance Dance,wells,101,0,
Dance Dance Dance,wells,102,0,
Dance Dance Dance,wells,103,0,
Dance Dance Dance,wells,104,0,
Dance Dance Dance,wells,105,0,
Dance Dance Dance,wells,106,0,
Dance Dance Dance,wells,107,0,
Dance Dance Dance,wells,108,0,
Dance Dance Dance,wells,109,0,
Dance Dance Dance,wells,110,0,
Dance Dance Dance,wells,111,0,
Dance Dance Dance,wells,112,0,
Dance Dance Dance,wells,113,0,
Dance Dance Dance,wells,114,0,
Dance Dance Dance,wells,115,0,
Dance Dance Dance,wells,116,0,
Dance Dance Dance,wells,117,0,
Dance Dance Dance,wells,118,0,
Dance Dance Dance,wells,119,0,
Dance Dance Dance,wells,120,0,
Dance Dance Dance,wells,121,0,
Dance Dance Dance,wells,122,0,
Dance Dance Dance,train stations,0,0,
Dance Dance Dance,train stations,1,1,"She had no train pass, no driver's license, no credit cards."
Dance Dance Dance,train stations,2,0,
Dance Dance Dance,train stations,3,0,
Dance Dance Dance,train stations,4,0,
Dance Dance Dance,train stations,5,3,I asked the concierge to check the schedule for trains to Sapporo.
Dance Dance Dance,train stations,6,0,
Dance Dance Dance,train stations,7,0,
Dance Dance Dance,train stations,8,0,
Dance Dance Dance,train stations,9,0,
Dance Dance Dance,train stations,10,1,"«Well, then, later,» she said, and gave me a businesslike bow before returning to her station at the front desk."
Dance Dance Dance,train stations,11,1,"When it's late like that, they send you home in a taxi because the trains aren't running."
Dance Dance Dance,train stations,12,0,
Dance Dance Dance,train stations,13,0,
Dance Dance Dance,train stations,14,0,
Dance Dance Dance,train stations,15,0,
Dance Dance Dance,train stations,16,0,
Dance Dance Dance,train stations,17,0,
Dance Dance Dance,train stations,18,0,
Dance Dance Dance,train stations,19,0,
Dance Dance Dance,train stations,20,0,
Dance Dance Dance,train stations,21,0,
Dance Dance Dance,train stations,22,0,
Dance Dance Dance,train stations,23,0,
Dance Dance Dance,train stations,24,0,
Dance Dance Dance,train stations,25,0,
Dance Dance Dance,train stations,26,9,"I was on edge, irritable, as if trying to read station signs from a speeding train."
Dance Dance Dance,train stations,27,2,Not aboard some superexpress train.
Dance Dance Dance,train stations,28,0,
Dance Dance Dance,train stations,29,3,Why couldn't I read the station signs?
Dance Dance Dance,train stations,30,0,
Dance Dance Dance,train stations,31,0,
Dance Dance Dance,train stations,32,0,
Dance Dance Dance,train stations,33,0,
Dance Dance Dance,train stations,34,0,
Dance Dance Dance,train stations,35,0,
Dance Dance Dance,train stations,36,0,
Dance Dance Dance,train stations,37,0,
Dance Dance Dance,train stations,38,0,
Dance Dance Dance,train stations,39,1,I passed Cafe Figaro and then Kinokuniya and then the Jintan Building back toward Shibuya Station.
Dance Dance Dance,train stations,40,0,
Dance Dance Dance,train stations,41,0,
Dance Dance Dance,train stations,42,0,
Dance Dance Dance,train stations,43,0,
Dance Dance Dance,train stations,44,0,
Dance Dance Dance,train stations,45,1,About the inanity of the TV stations.
Dance Dance Dance,train stations,46,0,
Dance Dance Dance,train stations,47,0,
Dance Dance Dance,train stations,48,1,The fm station was playing «Baroque for You.» A Henry Purcell pastoral.
Dance Dance Dance,train stations,49,0,
Dance Dance Dance,train stations,50,1,I was sorry I started the whole dumb train of thought.
Dance Dance Dance,train stations,51,0,
Dance Dance Dance,train stations,52,0,
Dance Dance Dance,train stations,53,0,
Dance Dance Dance,train stations,54,1,I've been hauled down to the Akasaka police station for questioning.
Dance Dance Dance,train stations,55,0,
Dance Dance Dance,train stations,56,0,
Dance Dance Dance,train stations,57,1,"During the two days I'd spent inside the Akasaka police station, the breeze had become more placid, the leaves greener, the sunlight fuller and softer."
Dance Dance Dance,train stations,58,0,
Dance Dance Dance,train stations,59,0,
Dance Dance Dance,train stations,60,0,
Dance Dance Dance,train stations,61,0,
Dance Dance Dance,train stations,62,0,
Dance Dance Dance,train stations,63,0,
Dance Dance Dance,train stations,64,0,
Dance Dance Dance,train stations,65,2,"201 After waking the next morning, I went to the train station."
Dance Dance Dance,train stations,66,0,
Dance Dance Dance,train stations,67,0,
Dance Dance Dance,train stations,68,0,
Dance Dance Dance,train stations,69,0,
Dance Dance Dance,train stations,70,0,
Dance Dance Dance,train stations,71,0,
Dance Dance Dance,train stations,72,1,And so I spent our first afternoon in Hawaii lying in the shade of a palm tree listening to an FM station.
Dance Dance Dance,train stations,73,1,"«Strange, you know,» he spoke as if resuming his train of thought, «you never hear of any one-armed poets."
Dance Dance Dance,train stations,74,0,
Dance Dance Dance,train stations,75,1,I'm trying to train myself to live one-armed.
Dance Dance Dance,train stations,76,0,
Dance Dance Dance,train stations,77,0,
Dance Dance Dance,train stations,78,0,
Dance Dance Dance,train stations,79,0,
Dance Dance Dance,train stations,80,1,She was as fast and efficient as a service station attendant.
Dance Dance Dance,train stations,81,0,
Dance Dance Dance,train stations,82,0,
Dance Dance Dance,train stations,83,0,
Dance Dance Dance,train stations,84,0,
Dance Dance Dance,train stations,85,0,
Dance Dance Dance,train stations,86,0,
Dance Dance Dance,train stations,87,0,
Dance Dance Dance,train stations,88,0,
Dance Dance Dance,train stations,89,0,
Dance Dance Dance,train stations,90,0,
Dance Dance Dance,train stations,91,0,
Dance Dance Dance,train stations,92,0,
Dance Dance Dance,train stations,93,0,
Dance Dance Dance,train stations,94,0,
Dance Dance Dance,train stations,95,0,
Dance Dance Dance,train stations,96,0,
Dance Dance Dance,train stations,97,0,
Dance Dance Dance,train stations,98,1,"If he wasn't jumping back and forth between trains and buses and planes with split-second timing, he was scaling a skyscraper with 298 papers under his arms or tightrope-walking between offices."
Dance Dance Dance,train stations,99,0,
Dance Dance Dance,train stations,100,0,
Dance Dance Dance,train stations,101,0,
Dance Dance Dance,train stations,102,0,
Dance Dance Dance,train stations,103,0,
Dance Dance Dance,train stations,104,0,
Dance Dance Dance,train stations,105,1,«Like the station on the Yamanote Line.
Dance Dance Dance,train stations,106,0,
Dance Dance Dance,train stations,107,0,
Dance Dance Dance,train stations,108,0,
Dance Dance Dance,train stations,109,0,
Dance Dance Dance,train stations,110,1,"The turnover at the place was as busy as Akihabara Station at rush hour, customers coming and going constantly."
Dance Dance Dance,train stations,111,1,I went down to the Akasaka police station to tell Bookish that I'd been with Gotanda the previous night until right before his death.
Dance Dance Dance,train stations,112,0,
Dance Dance Dance,train stations,113,1,"«Got any problems with that?» «Nope.» 339 We were at Yoyogi-Hachiman Station, where she was going to catch the Odakyu Line."
Dance Dance Dance,train stations,114,0,
Dance Dance Dance,train stations,115,1,Like boarding a train running parallel.
Dance Dance Dance,train stations,116,0,
Dance Dance Dance,train stations,117,0,
Dance Dance Dance,train stations,118,0,
Dance Dance Dance,train stations,119,0,
Dance Dance Dance,train stations,120,0,
Dance Dance Dance,train stations,121,0,
Dance Dance Dance,train stations,122,1,"Far off, I heard the sound of the old Dolphin Hotel like a train in the night."
Dance Dance Dance,noodles,0,0,
Dance Dance Dance,noodles,1,0,
Dance Dance Dance,noodles,2,0,
Dance Dance Dance,noodles,3,0,
Dance Dance Dance,noodles,4,0,
Dance Dance Dance,noodles,5,0,
Dance Dance Dance,noodles,6,0,
Dance Dance Dance,noodles,7,0,
Dance Dance Dance,noodles,8,0,
Dance Dance Dance,noodles,9,1,"Lacking will, I wandered into a place for some spaghetti and 39 salad."
Dance Dance Dance,noodles,10,0,
Dance Dance Dance,noodles,11,0,
Dance Dance Dance,noodles,12,0,
Dance Dance Dance,noodles,13,0,
Dance Dance Dance,noodles,14,0,
Dance Dance Dance,noodles,15,0,
Dance Dance Dance,noodles,16,0,
Dance Dance Dance,noodles,17,0,
Dance Dance Dance,noodles,18,0,
Dance Dance Dance,noodles,19,0,
Dance Dance Dance,noodles,20,0,
Dance Dance Dance,noodles,21,0,
Dance Dance Dance,noodles,22,0,
Dance Dance Dance,noodles,23,0,
Dance Dance Dance,noodles,24,0,
Dance Dance Dance,noodles,25,0,
Dance Dance Dance,noodles,26,0,
Dance Dance Dance,noodles,27,0,
Dance Dance Dance,noodles,28,0,
Dance Dance Dance,noodles,29,0,
Dance Dance Dance,noodles,30,0,
Dance Dance Dance,noodles,31,0,
Dance Dance Dance,noodles,32,0,
Dance Dance Dance,noodles,33,0,
Dance Dance Dance,noodles,34,0,
Dance Dance Dance,noodles,35,0,
Dance Dance Dance,noodles,36,0,
Dance Dance Dance,noodles,37,0,
Dance Dance Dance,noodles,38,0,
Dance Dance Dance,noodles,39,0,
Dance Dance Dance,noodles,40,3,Spaghetti.
Dance Dance Dance,noodles,41,0,
Dance Dance Dance,noodles,42,0,
Dance Dance Dance,noodles,43,0,
Dance Dance Dance,noodles,44,0,
Dance Dance Dance,noodles,45,0,
Dance Dance Dance,noodles,46,0,
Dance Dance Dance,noodles,47,0,
Dance Dance Dance,noodles,48,0,
Dance Dance Dance,noodles,49,0,
Dance Dance Dance,noodles,50,0,
Dance Dance Dance,noodles,51,0,
Dance Dance Dance,noodles,52,0,
Dance Dance Dance,noodles,53,0,
Dance Dance Dance,noodles,54,0,
Dance Dance Dance,noodles,55,0,
Dance Dance Dance,noodles,56,1,"Lunch was soba, cold buckwheat noodles."
Dance Dance Dance,noodles,57,0,
Dance Dance Dance,noodles,58,0,
Dance Dance Dance,noodles,59,0,
Dance Dance Dance,noodles,60,0,
Dance Dance Dance,noodles,61,0,
Dance Dance Dance,noodles,62,0,
Dance Dance Dance,noodles,63,0,
Dance Dance Dance,noodles,64,0,
Dance Dance Dance,noodles,65,0,
Dance Dance Dance,noodles,66,0,
Dance Dance Dance,noodles,67,0,
Dance Dance Dance,noodles,68,0,
Dance Dance Dance,noodles,69,0,
Dance Dance Dance,noodles,70,0,
Dance Dance Dance,noodles,71,0,
Dance Dance Dance,noodles,72,0,
Dance Dance Dance,noodles,73,0,
Dance Dance Dance,noodles,74,1,"«I seem to remember us fixing spaghetti an hour ago,» he spoke slowly and deliberately."
Dance Dance Dance,noodles,75,0,
Dance Dance Dance,noodles,76,0,
Dance Dance Dance,noodles,77,0,
Dance Dance Dance,noodles,78,0,
Dance Dance Dance,noodles,79,1,"When it went down, we returned to our rooms, showered, ate some spaghetti and salad, then we went to see a Spielberg movie."
Dance Dance Dance,noodles,80,0,
Dance Dance Dance,noodles,81,0,
Dance Dance Dance,noodles,82,0,
Dance Dance Dance,noodles,83,0,
Dance Dance Dance,noodles,84,0,
Dance Dance Dance,noodles,85,0,
Dance Dance Dance,noodles,86,0,
Dance Dance Dance,noodles,87,0,
Dance Dance Dance,noodles,88,0,
Dance Dance Dance,noodles,89,0,
Dance Dance Dance,noodles,90,0,
Dance Dance Dance,noodles,91,0,
Dance Dance Dance,noodles,92,0,
Dance Dance Dance,noodles,93,0,
Dance Dance Dance,noodles,94,0,
Dance Dance Dance,noodles,95,0,
Dance Dance Dance,noodles,96,0,
Dance Dance Dance,noodles,97,0,
Dance Dance Dance,noodles,98,0,
Dance Dance Dance,noodles,99,0,
Dance Dance Dance,noodles,100,0,
Dance Dance Dance,noodles,101,0,
Dance Dance Dance,noodles,102,0,
Dance Dance Dance,noodles,103,0,
Dance Dance Dance,noodles,104,0,
Dance Dance Dance,noodles,105,0,
Dance Dance Dance,noodles,106,0,
Dance Dance Dance,noodles,107,0,
Dance Dance Dance,noodles,108,0,
Dance Dance Dance,noodles,109,0,
Dance Dance Dance,noodles,110,0,
Dance Dance Dance,noodles,111,0,
Dance Dance Dance,noodles,112,1,We filled up on soup and pasta and sea bass and salad.
Dance Dance Dance,noodles,113,0,
Dance Dance Dance,noodles,114,0,
Dance Dance Dance,noodles,115,0,
Dance Dance Dance,noodles,116,0,
Dance Dance Dance,noodles,117,0,
Dance Dance Dance,noodles,118,0,
Dance Dance Dance,noodles,119,1,We ordered a sandwich and pasta au gratin from room service.
Dance Dance Dance,noodles,120,0,
Dance Dance Dance,noodles,121,0,
Dance Dance Dance,noodles,122,0,
Dance Dance Dance,jazz,0,0,
Dance Dance Dance,jazz,1,0,
Dance Dance Dance,jazz,2,1,The guy wasn't so great a jazz guitarist and he wasn't so great a person either.
Dance Dance Dance,jazz,3,1,We'd go to jazz clubs and have cocktails.
Dance Dance Dance,jazz,4,0,
Dance Dance Dance,jazz,5,0,
Dance Dance Dance,jazz,6,0,
Dance Dance Dance,jazz,7,0,
Dance Dance Dance,jazz,8,0,
Dance Dance Dance,jazz,9,0,
Dance Dance Dance,jazz,10,0,
Dance Dance Dance,jazz,11,0,
Dance Dance Dance,jazz,12,0,
Dance Dance Dance,jazz,13,0,
Dance Dance Dance,jazz,14,0,
Dance Dance Dance,jazz,15,0,
Dance Dance Dance,jazz,16,0,
Dance Dance Dance,jazz,17,0,
Dance Dance Dance,jazz,18,0,
Dance Dance Dance,jazz,19,0,
Dance Dance Dance,jazz,20,0,
Dance Dance Dance,jazz,21,0,
Dance Dance Dance,jazz,22,0,
Dance Dance Dance,jazz,23,0,
Dance Dance Dance,jazz,24,0,
Dance Dance Dance,jazz,25,0,
Dance Dance Dance,jazz,26,0,
Dance Dance Dance,jazz,27,0,
Dance Dance Dance,jazz,28,0,
Dance Dance Dance,jazz,29,0,
Dance Dance Dance,jazz,30,0,
Dance Dance Dance,jazz,31,0,
Dance Dance Dance,jazz,32,0,
Dance Dance Dance,jazz,33,0,
Dance Dance Dance,jazz,34,0,
Dance Dance Dance,jazz,35,0,
Dance Dance Dance,jazz,36,0,
Dance Dance Dance,jazz,37,0,
Dance Dance Dance,jazz,38,0,
Dance Dance Dance,jazz,39,0,
Dance Dance Dance,jazz,40,0,
Dance Dance Dance,jazz,41,0,
Dance Dance Dance,jazz,42,0,
Dance Dance Dance,jazz,43,0,
Dance Dance Dance,jazz,44,0,
Dance Dance Dance,jazz,45,1,"As the cool, clean West Coast jazz filtered through this glorified bachelor pad, I couldn't help thinking, antiseptic or not, the place was comfortable."
Dance Dance Dance,jazz,46,0,
Dance Dance Dance,jazz,47,0,
Dance Dance Dance,jazz,48,0,
Dance Dance Dance,jazz,49,0,
Dance Dance Dance,jazz,50,0,
Dance Dance Dance,jazz,51,0,
Dance Dance Dance,jazz,52,0,
Dance Dance Dance,jazz,53,0,
Dance Dance Dance,jazz,54,0,
Dance Dance Dance,jazz,55,0,
Dance Dance Dance,jazz,56,0,
Dance Dance Dance,jazz,57,0,
Dance Dance Dance,jazz,58,0,
Dance Dance Dance,jazz,59,0,
Dance Dance Dance,jazz,60,0,
Dance Dance Dance,jazz,61,0,
Dance Dance Dance,jazz,62,0,
Dance Dance Dance,jazz,63,0,
Dance Dance Dance,jazz,64,0,
Dance Dance Dance,jazz,65,0,
Dance Dance Dance,jazz,66,0,
Dance Dance Dance,jazz,67,0,
Dance Dance Dance,jazz,68,0,
Dance Dance Dance,jazz,69,0,
Dance Dance Dance,jazz,70,0,
Dance Dance Dance,jazz,71,0,
Dance Dance Dance,jazz,72,0,
Dance Dance Dance,jazz,73,0,
Dance Dance Dance,jazz,74,0,
Dance Dance Dance,jazz,75,1,"Some baroque, certain kinds of jazz."
Dance Dance Dance,jazz,76,0,
Dance Dance Dance,jazz,77,0,
Dance Dance Dance,jazz,78,0,
Dance Dance Dance,jazz,79,0,
Dance Dance Dance,jazz,80,0,
Dance Dance Dance,jazz,81,0,
Dance Dance Dance,jazz,82,0,
Dance Dance Dance,jazz,83,0,
Dance Dance Dance,jazz,84,0,
Dance Dance Dance,jazz,85,0,
Dance Dance Dance,jazz,86,0,
Dance Dance Dance,jazz,87,0,
Dance Dance Dance,jazz,88,0,
Dance Dance Dance,jazz,89,0,
Dance Dance Dance,jazz,90,0,
Dance Dance Dance,jazz,91,0,
Dance Dance Dance,jazz,92,0,
Dance Dance Dance,jazz,93,0,
Dance Dance Dance,jazz,94,0,
Dance Dance Dance,jazz,95,0,
Dance Dance Dance,jazz,96,0,
Dance Dance Dance,jazz,97,0,
Dance Dance Dance,jazz,98,0,
Dance Dance Dance,jazz,99,0,
Dance Dance Dance,jazz,100,0,
Dance Dance Dance,jazz,101,0,
Dance Dance Dance,jazz,102,0,
Dance Dance Dance,jazz,103,0,
Dance Dance Dance,jazz,104,0,
Dance Dance Dance,jazz,105,0,
Dance Dance Dance,jazz,106,0,
Dance Dance Dance,jazz,107,0,
Dance Dance Dance,jazz,108,0,
Dance Dance Dance,jazz,109,0,
Dance Dance Dance,jazz,110,0,
Dance Dance Dance,jazz,111,0,
Dance Dance Dance,jazz,112,0,
Dance Dance Dance,jazz,113,0,
Dance Dance Dance,jazz,114,0,
Dance Dance Dance,jazz,115,0,
Dance Dance Dance,jazz,116,0,
Dance Dance Dance,jazz,117,0,
Dance Dance Dance,jazz,118,0,
Dance Dance Dance,jazz,119,0,
Dance Dance Dance,jazz,120,0,
Dance Dance Dance,jazz,121,0,
Dance Dance Dance,jazz,122,0,
Dance Dance Dance,classical,0,0,
Dance Dance Dance,classical,1,0,
Dance Dance Dance,classical,2,0,
Dance Dance Dance,classical,3,0,
Dance Dance Dance,classical,4,0,
Dance Dance Dance,classical,5,1,"It had been transformed into a gleaming twenty-six-story Bauhaus Modern-Art Deco symphony of glass and steel, with flags of various nations waving along the driveway, smartly uniformed doormen hailing taxis, a 24 glass elevator shooting up to a penthouse restaurant."
Dance Dance Dance,classical,6,0,
Dance Dance Dance,classical,7,0,
Dance Dance Dance,classical,8,0,
Dance Dance Dance,classical,9,0,
Dance Dance Dance,classical,10,0,
Dance Dance Dance,classical,11,0,
Dance Dance Dance,classical,12,0,
Dance Dance Dance,classical,13,0,
Dance Dance Dance,classical,14,0,
Dance Dance Dance,classical,15,0,
Dance Dance Dance,classical,16,0,
Dance Dance Dance,classical,17,0,
Dance Dance Dance,classical,18,0,
Dance Dance Dance,classical,19,0,
Dance Dance Dance,classical,20,0,
Dance Dance Dance,classical,21,0,
Dance Dance Dance,classical,22,0,
Dance Dance Dance,classical,23,0,
Dance Dance Dance,classical,24,0,
Dance Dance Dance,classical,25,0,
Dance Dance Dance,classical,26,0,
Dance Dance Dance,classical,27,0,
Dance Dance Dance,classical,28,0,
Dance Dance Dance,classical,29,0,
Dance Dance Dance,classical,30,0,
Dance Dance Dance,classical,31,0,
Dance Dance Dance,classical,32,0,
Dance Dance Dance,classical,33,0,
Dance Dance Dance,classical,34,0,
Dance Dance Dance,classical,35,0,
Dance Dance Dance,classical,36,0,
Dance Dance Dance,classical,37,0,
Dance Dance Dance,classical,38,0,
Dance Dance Dance,classical,39,0,
Dance Dance Dance,classical,40,0,
Dance Dance Dance,classical,41,0,
Dance Dance Dance,classical,42,0,
Dance Dance Dance,classical,43,0,
Dance Dance Dance,classical,44,0,
Dance Dance Dance,classical,45,0,
Dance Dance Dance,classical,46,0,
Dance Dance Dance,classical,47,0,
Dance Dance Dance,classical,48,0,
Dance Dance Dance,classical,49,0,
Dance Dance Dance,classical,50,0,
Dance Dance Dance,classical,51,0,
Dance Dance Dance,classical,52,0,
Dance Dance Dance,classical,53,0,
Dance Dance Dance,classical,54,0,
Dance Dance Dance,classical,55,0,
Dance Dance Dance,classical,56,0,
Dance Dance Dance,classical,57,0,
Dance Dance Dance,classical,58,0,
Dance Dance Dance,classical,59,0,
Dance Dance Dance,classical,60,0,
Dance Dance Dance,classical,61,0,
Dance Dance Dance,classical,62,0,
Dance Dance Dance,classical,63,0,
Dance Dance Dance,classical,64,0,
Dance Dance Dance,classical,65,0,
Dance Dance Dance,classical,66,0,
Dance Dance Dance,classical,67,0,
Dance Dance Dance,classical,68,0,
Dance Dance Dance,classical,69,0,
Dance Dance Dance,classical,70,0,
Dance Dance Dance,classical,71,0,
Dance Dance Dance,classical,72,0,
Dance Dance Dance,classical,73,0,
Dance Dance Dance,classical,74,0,
Dance Dance Dance,classical,75,0,
Dance Dance Dance,classical,76,0,
Dance Dance Dance,classical,77,0,
Dance Dance Dance,classical,78,0,
Dance Dance Dance,classical,79,0,
Dance Dance Dance,classical,80,0,
Dance Dance Dance,classical,81,0,
Dance Dance Dance,classical,82,0,
Dance Dance Dance,classical,83,0,
Dance Dance Dance,classical,84,0,
Dance Dance Dance,classical,85,0,
Dance Dance Dance,classical,86,0,
Dance Dance Dance,classical,87,0,
Dance Dance Dance,classical,88,0,
Dance Dance Dance,classical,89,0,
Dance Dance Dance,classical,90,0,
Dance Dance Dance,classical,91,0,
Dance Dance Dance,classical,92,0,
Dance Dance Dance,classical,93,0,
Dance Dance Dance,classical,94,0,
Dance Dance Dance,classical,95,0,
Dance Dance Dance,classical,96,0,
Dance Dance Dance,classical,97,0,
Dance Dance Dance,classical,98,0,
Dance Dance Dance,classical,99,0,
Dance Dance Dance,classical,100,0,
Dance Dance Dance,classical,101,0,
Dance Dance Dance,classical,102,0,
Dance Dance Dance,classical,103,0,
Dance Dance Dance,classical,104,0,
Dance Dance Dance,classical,105,0,
Dance Dance Dance,classical,106,0,
Dance Dance Dance,classical,107,0,
Dance Dance Dance,classical,108,0,
Dance Dance Dance,classical,109,0,
Dance Dance Dance,classical,110,0,
Dance Dance Dance,classical,111,0,
Dance Dance Dance,classical,112,0,
Dance Dance Dance,classical,113,0,
Dance Dance Dance,classical,114,0,
Dance Dance Dance,classical,115,0,
Dance Dance Dance,classical,116,0,
Dance Dance Dance,classical,117,0,
Dance Dance Dance,classical,118,0,
Dance Dance Dance,classical,119,0,
Dance Dance Dance,classical,120,0,
Dance Dance Dance,classical,121,0,
Dance Dance Dance,classical,122,0,
Dance Dance Dance,war,0,0,
Dance Dance Dance,war,1,0,
Dance Dance Dance,war,2,0,
Dance Dance Dance,war,3,0,
Dance Dance Dance,war,4,0,
Dance Dance Dance,war,5,0,
Dance Dance Dance,war,6,0,
Dance Dance Dance,war,7,1,"And not merely gone, it'd been replaced by this idiotic Star Wars high-tech hotel-a-thon."
Dance Dance Dance,war,8,1,A Star Wars alien city set.
Dance Dance Dance,war,9,0,
Dance Dance Dance,war,10,0,
Dance Dance Dance,war,11,0,
Dance Dance Dance,war,12,0,
Dance Dance Dance,war,13,0,
Dance Dance Dance,war,14,0,
Dance Dance Dance,war,15,0,
Dance Dance Dance,war,16,1,I soon finished the Jack London and started in on the Spanish Civil War.
Dance Dance Dance,war,17,0,
Dance Dance Dance,war,18,3,«What's the book?» «It's about the Spanish Civil War.
Dance Dance Dance,war,19,0,
Dance Dance Dance,war,20,0,
Dance Dance Dance,war,21,0,
Dance Dance Dance,war,22,0,
Dance Dance Dance,war,23,1,"«Nextwarhasn'tbegunyet, we-takeit?» 81 Which was the Sheep Man's last war?"
Dance Dance Dance,war,24,0,
Dance Dance Dance,war,25,0,
Dance Dance Dance,war,26,0,
Dance Dance Dance,war,27,0,
Dance Dance Dance,war,28,0,
Dance Dance Dance,war,29,0,
Dance Dance Dance,war,30,0,
Dance Dance Dance,war,31,0,
Dance Dance Dance,war,32,0,
Dance Dance Dance,war,33,0,
Dance Dance Dance,war,34,0,
Dance Dance Dance,war,35,0,
Dance Dance Dance,war,36,0,
Dance Dance Dance,war,37,0,
Dance Dance Dance,war,38,0,
Dance Dance Dance,war,39,0,
Dance Dance Dance,war,40,0,
Dance Dance Dance,war,41,0,
Dance Dance Dance,war,42,0,
Dance Dance Dance,war,43,0,
Dance Dance Dance,war,44,0,
Dance Dance Dance,war,45,0,
Dance Dance Dance,war,46,0,
Dance Dance Dance,war,47,0,
Dance Dance Dance,war,48,0,
Dance Dance Dance,war,49,0,
Dance Dance Dance,war,50,0,
Dance Dance Dance,war,51,0,
Dance Dance Dance,war,52,0,
Dance Dance Dance,war,53,0,
Dance Dance Dance,war,54,0,
Dance Dance Dance,war,55,0,
Dance Dance Dance,war,56,0,
Dance Dance Dance,war,57,0,
Dance Dance Dance,war,58,0,
Dance Dance Dance,war,59,0,
Dance Dance Dance,war,60,0,
Dance Dance Dance,war,61,0,
Dance Dance Dance,war,62,0,
Dance Dance Dance,war,63,0,
Dance Dance Dance,war,64,0,
Dance Dance Dance,war,65,0,
Dance Dance Dance,war,66,0,
Dance Dance Dance,war,67,0,
Dance Dance Dance,war,68,0,
Dance Dance Dance,war,69,0,
Dance Dance Dance,war,70,0,
Dance Dance Dance,war,71,0,
Dance Dance Dance,war,72,0,
Dance Dance Dance,war,73,1,«I first went there during the War—the Vietnam War.
Dance Dance Dance,war,74,0,
Dance Dance Dance,war,75,0,
Dance Dance Dance,war,76,1,"I'd lost my arm in the war, and that was pretty traumatic, but I worked hard at getting my head together and I found some peace and I was doing all right."
Dance Dance Dance,war,77,0,
Dance Dance Dance,war,78,0,
Dance Dance Dance,war,79,0,
Dance Dance Dance,war,80,0,
Dance Dance Dance,war,81,0,
Dance Dance Dance,war,82,0,
Dance Dance Dance,war,83,0,
Dance Dance Dance,war,84,0,
Dance Dance Dance,war,85,1,«I thought about death a lot during the War.
Dance Dance Dance,war,86,0,
Dance Dance Dance,war,87,0,
Dance Dance Dance,war,88,0,
Dance Dance Dance,war,89,0,
Dance Dance Dance,war,90,1,"It looked like a chart of the European powers before the start of World War I. I pored over the diagram, half in admiration, half in despair."
Dance Dance Dance,war,91,0,
Dance Dance Dance,war,92,0,
Dance Dance Dance,war,93,0,
Dance Dance Dance,war,94,0,
Dance Dance Dance,war,95,0,
Dance Dance Dance,war,96,0,
Dance Dance Dance,war,97,0,
Dance Dance Dance,war,98,0,
Dance Dance Dance,war,99,0,
Dance Dance Dance,war,100,0,
Dance Dance Dance,war,101,0,
Dance Dance Dance,war,102,0,
Dance Dance Dance,war,103,0,
Dance Dance Dance,war,104,0,
Dance Dance Dance,war,105,0,
Dance Dance Dance,war,106,0,
Dance Dance Dance,war,107,0,
Dance Dance Dance,war,108,0,
Dance Dance Dance,war,109,0,
Dance Dance Dance,war,110,0,
Dance Dance Dance,war,111,0,
Dance Dance Dance,war,112,0,
Dance Dance Dance,war,113,0,
Dance Dance Dance,war,114,0,
Dance Dance Dance,war,115,0,
Dance Dance Dance,war,116,0,
Dance Dance Dance,war,117,0,
Dance Dance Dance,war,118,0,
Dance Dance Dance,war,119,0,
Dance Dance Dance,war,120,1,"In hiding.» «In hiding from what?» «From war, civilization, the law, the system, ."
Dance Dance Dance,war,121,0,
Dance Dance Dance,war,122,0,
Dance Dance Dance,ears,0,1,"If I strain my ears, I can hear the slow, cautious sequence of play take place, like droplets in an intricate water puzzle falling, step upon step, one after the other."
Dance Dance Dance,ears,1,1,During regular business hours she was a part-time proofreader at a small publishing house; she was also an ear model.
Dance Dance Dance,ears,2,0,
Dance Dance Dance,ears,3,0,
Dance Dance Dance,ears,4,0,
Dance Dance Dance,ears,5,0,
Dance Dance Dance,ears,6,0,
Dance Dance Dance,ears,7,0,
Dance Dance Dance,ears,8,0,
Dance Dance Dance,ears,9,0,
Dance Dance Dance,ears,10,0,
Dance Dance Dance,ears,11,0,
Dance Dance Dance,ears,12,0,
Dance Dance Dance,ears,13,0,
Dance Dance Dance,ears,14,0,
Dance Dance Dance,ears,15,0,
Dance Dance Dance,ears,16,1,«So then what happened to the old Dolphin owner?» «Who knows?» 63 I took another sip of my beer and scratched my ear with the tip of my pen.
Dance Dance Dance,ears,17,0,
Dance Dance Dance,ears,18,0,
